##########################################################################################
### MCD_v5.3 with climatology average solar scenario.
### Ls 32.8deg. Altitude 10.0 m ALS Local time 0.0h (at longitude 0) 
### --------------------------------------------------------------------------------------
### Column 1 is East longitude (degrees)
### Columns 2+ are surface temperature (K)
### Line 1 is North latitude (degrees)
### --------------------------------------------------------------------------------------
### Retrieved on: 2021-04-17T20:40:24.275280
### Mars Climate Database (c) LMD/OU/IAA/ESA/CNES
##########################################################################################
---- ||   -9.00000e+01   -8.61702e+01   -8.23404e+01   -7.85106e+01   -7.46809e+01   -7.08511e+01   -6.70213e+01   -6.31915e+01   -5.93617e+01   -5.55319e+01   -5.17021e+01   -4.78723e+01   -4.40426e+01   -4.02128e+01   -3.63830e+01   -3.25532e+01   -2.87234e+01   -2.48936e+01   -2.10638e+01   -1.72340e+01   -1.34043e+01   -9.57447e+00   -5.74468e+00   -1.91489e+00    1.91489e+00    5.74468e+00    9.57447e+00    1.34043e+01    1.72340e+01    2.10638e+01    2.48936e+01    2.87234e+01    3.25532e+01    3.63830e+01    4.02128e+01    4.40426e+01    4.78723e+01    5.17021e+01    5.55319e+01    5.93617e+01    6.31915e+01    6.70213e+01    7.08511e+01    7.46809e+01    7.85106e+01    8.23404e+01    8.61702e+01    9.00000e+01
-----------------------------------
-077 ||    1.43678e+02    1.44359e+02    1.45320e+02    1.46043e+02    1.46876e+02    1.49685e+02    1.52057e+02    1.55285e+02    1.60106e+02    1.65598e+02    1.70827e+02    1.75180e+02    1.79172e+02    1.83419e+02    1.86000e+02    1.90025e+02    1.95787e+02    2.00934e+02    2.03414e+02    2.03510e+02    2.03396e+02    2.06035e+02    2.04768e+02    1.96705e+02    1.88144e+02    1.84027e+02    1.86766e+02    1.89333e+02    1.87910e+02    1.85162e+02    1.81593e+02    1.78366e+02    1.77654e+02    1.78881e+02    1.83830e+02    1.96141e+02    2.07000e+02    2.11615e+02    2.10956e+02    2.08960e+02    2.05159e+02    1.95628e+02    1.79584e+02    1.66009e+02    1.56372e+02    1.50400e+02    1.48940e+02    1.48329e+02
-071 ||    1.43678e+02    1.44290e+02    1.45439e+02    1.46242e+02    1.46765e+02    1.49067e+02    1.51774e+02    1.54931e+02    1.59170e+02    1.63850e+02    1.69837e+02    1.74520e+02    1.78306e+02    1.82977e+02    1.87000e+02    1.89769e+02    1.93746e+02    1.98198e+02    2.00823e+02    2.01675e+02    2.04132e+02    2.05320e+02    1.99930e+02    1.89200e+02    1.83759e+02    1.88522e+02    1.95197e+02    1.99110e+02    1.97590e+02    1.93415e+02    1.87097e+02    1.81877e+02    1.79982e+02    1.81959e+02    1.88303e+02    1.96998e+02    2.05050e+02    2.08085e+02    2.08269e+02    2.08644e+02    2.03410e+02    1.94217e+02    1.76883e+02    1.63219e+02    1.56347e+02    1.50397e+02    1.49015e+02    1.48329e+02
-065 ||    1.43678e+02    1.44204e+02    1.45503e+02    1.46217e+02    1.47138e+02    1.48784e+02    1.51308e+02    1.54766e+02    1.58489e+02    1.62814e+02    1.69392e+02    1.74488e+02    1.78327e+02    1.82900e+02    1.87674e+02    1.91502e+02    1.93936e+02    1.96730e+02    1.98100e+02    1.99104e+02    2.02507e+02    2.00751e+02    1.95235e+02    1.92126e+02    1.94108e+02    1.99247e+02    2.02026e+02    2.03205e+02    2.00829e+02    1.99163e+02    1.98881e+02    1.97222e+02    1.94781e+02    1.95167e+02    1.97632e+02    2.00588e+02    2.02678e+02    2.03804e+02    2.07051e+02    2.07129e+02    1.99956e+02    1.92221e+02    1.75651e+02    1.59995e+02    1.57079e+02    1.50281e+02    1.49095e+02    1.48329e+02
-060 ||    1.43678e+02    1.44112e+02    1.45550e+02    1.46133e+02    1.47232e+02    1.48390e+02    1.50839e+02    1.54509e+02    1.58051e+02    1.63737e+02    1.70120e+02    1.74817e+02    1.78603e+02    1.82492e+02    1.86715e+02    1.90776e+02    1.93787e+02    1.96147e+02    1.97765e+02    1.99564e+02    2.02170e+02    2.01306e+02    2.03264e+02    2.03743e+02    2.01971e+02    2.03062e+02    2.04877e+02    2.05631e+02    2.04589e+02    2.04339e+02    2.07367e+02    2.08973e+02    2.06274e+02    2.02593e+02    2.02158e+02    2.03506e+02    2.03245e+02    2.03733e+02    2.06694e+02    2.05486e+02    1.94370e+02    1.85463e+02    1.73030e+02    1.59218e+02    1.54667e+02    1.50295e+02    1.49145e+02    1.48329e+02
-054 ||    1.43678e+02    1.43911e+02    1.45417e+02    1.46099e+02    1.47104e+02    1.47988e+02    1.50616e+02    1.54367e+02    1.58091e+02    1.65368e+02    1.72687e+02    1.76836e+02    1.79024e+02    1.81882e+02    1.85306e+02    1.89882e+02    1.93462e+02    1.95726e+02    1.97336e+02    1.99384e+02    2.01000e+02    2.01268e+02    2.04121e+02    2.04560e+02    2.02748e+02    2.01868e+02    2.03149e+02    2.04281e+02    2.06265e+02    2.07326e+02    2.08110e+02    2.09196e+02    2.08277e+02    2.06178e+02    2.05081e+02    2.05940e+02    2.05829e+02    2.06519e+02    2.06683e+02    2.03137e+02    1.91069e+02    1.75488e+02    1.70498e+02    1.58315e+02    1.51700e+02    1.50546e+02    1.49191e+02    1.48329e+02
-048 ||    1.43678e+02    1.43774e+02    1.45389e+02    1.46212e+02    1.46950e+02    1.47674e+02    1.50237e+02    1.53956e+02    1.58332e+02    1.66067e+02    1.73629e+02    1.77555e+02    1.79442e+02    1.81336e+02    1.83906e+02    1.88092e+02    1.92072e+02    1.94263e+02    1.95646e+02    1.98607e+02    2.00788e+02    2.01348e+02    2.02868e+02    2.01513e+02    2.00781e+02    2.01366e+02    2.03071e+02    2.04393e+02    2.05998e+02    2.07227e+02    2.07842e+02    2.08325e+02    2.08558e+02    2.07766e+02    2.07175e+02    2.07843e+02    2.07909e+02    2.07779e+02    2.06083e+02    2.00263e+02    1.87447e+02    1.71496e+02    1.68444e+02    1.56330e+02    1.52277e+02    1.52046e+02    1.49279e+02    1.48329e+02
-042 ||    1.43678e+02    1.43746e+02    1.45430e+02    1.46339e+02    1.46799e+02    1.47307e+02    1.49829e+02    1.53320e+02    1.58069e+02    1.66548e+02    1.72762e+02    1.76822e+02    1.79211e+02    1.80048e+02    1.81888e+02    1.84632e+02    1.89258e+02    1.92335e+02    1.94376e+02    1.96843e+02    2.00058e+02    2.01872e+02    2.01623e+02    2.00876e+02    2.01128e+02    2.01464e+02    2.03342e+02    2.04450e+02    2.06061e+02    2.07835e+02    2.08062e+02    2.07839e+02    2.06965e+02    2.05665e+02    2.05869e+02    2.07345e+02    2.07732e+02    2.07278e+02    2.05044e+02    1.98684e+02    1.84675e+02    1.69720e+02    1.65606e+02    1.55160e+02    1.51738e+02    1.52839e+02    1.49411e+02    1.48329e+02
-037 ||    1.43678e+02    1.43638e+02    1.45464e+02    1.46334e+02    1.46652e+02    1.47009e+02    1.49091e+02    1.53166e+02    1.57693e+02    1.64057e+02    1.70651e+02    1.74310e+02    1.77157e+02    1.78666e+02    1.80068e+02    1.82317e+02    1.87111e+02    1.91269e+02    1.93315e+02    1.93686e+02    1.97320e+02    2.02189e+02    2.01918e+02    2.02080e+02    2.03268e+02    2.03764e+02    2.04357e+02    2.04115e+02    2.06132e+02    2.08622e+02    2.08556e+02    2.07417e+02    2.05989e+02    2.04134e+02    2.04512e+02    2.05722e+02    2.06061e+02    2.05742e+02    2.03611e+02    1.97017e+02    1.82791e+02    1.67674e+02    1.62947e+02    1.54875e+02    1.51090e+02    1.50624e+02    1.49496e+02    1.48329e+02
-031 ||    1.43678e+02    1.43528e+02    1.45500e+02    1.46264e+02    1.46454e+02    1.46871e+02    1.49013e+02    1.53131e+02    1.57100e+02    1.61612e+02    1.67112e+02    1.71241e+02    1.74546e+02    1.77183e+02    1.78485e+02    1.80435e+02    1.84984e+02    1.89429e+02    1.93049e+02    1.94663e+02    1.95844e+02    1.98944e+02    2.00495e+02    2.01394e+02    2.03753e+02    2.04549e+02    2.03484e+02    2.02672e+02    2.04649e+02    2.07221e+02    2.07447e+02    2.06268e+02    2.04836e+02    2.03249e+02    2.03270e+02    2.04033e+02    2.04336e+02    2.03964e+02    2.02192e+02    1.95242e+02    1.81149e+02    1.67781e+02    1.60766e+02    1.53486e+02    1.50960e+02    1.50159e+02    1.49567e+02    1.48329e+02
-025 ||    1.43678e+02    1.43443e+02    1.45428e+02    1.46215e+02    1.46519e+02    1.46538e+02    1.48496e+02    1.52666e+02    1.56322e+02    1.61467e+02    1.64843e+02    1.69183e+02    1.72601e+02    1.75972e+02    1.77561e+02    1.79607e+02    1.83613e+02    1.87792e+02    1.91053e+02    1.92908e+02    1.94519e+02    1.96575e+02    1.98489e+02    1.99526e+02    2.01762e+02    2.02985e+02    2.01752e+02    2.00607e+02    2.01706e+02    2.04101e+02    2.05358e+02    2.04624e+02    2.03475e+02    2.02080e+02    2.01627e+02    2.02019e+02    2.02591e+02    2.02430e+02    2.00905e+02    1.93547e+02    1.78294e+02    1.69797e+02    1.58768e+02    1.52155e+02    1.50841e+02    1.49975e+02    1.49614e+02    1.48329e+02
