,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
20,-1.72340e+01,540.695,517.558,562.312,607.865,561.072,548.94,548.346,501.26,464.559,431.25,347.74,329.11199999999997,341.249,327.17400000000004,326.682,354.879,394.941,428.37800000000004,457.389,453.224,413.876,424.18199999999996,507.07599999999996,586.249,545.634,561.125,734.2260000000001,623.56,652.49,703.1160000000001,653.082,594.148,566.2,559.23,538.734,539.261,498.645,470.905,494.048,486.05300000000005,491.4,538.508,540.498,561.91,584.582,558.7,578.026,517.882,481.769,521.4119999999999,537.81,528.7230000000001,524.717,513.927,500.376,520.996,550.871,501.871,509.075,548.9540000000001,631.401,622.389,597.4590000000001,540.695
21,-1.34043e+01,652.461,597.89,601.4169999999999,627.96,552.281,578.615,551.183,513.839,465.894,404.276,243.77900000000002,302.233,312.894,334.954,299.16900000000004,327.353,390.98800000000006,408.81199999999995,456.78,799.285,777.311,914.702,485.353,698.507,729.447,595.184,649.528,683.6519999999999,718.3660000000001,666.436,651.749,617.17,618.7,621.237,542.911,586.359,489.045,541.059,467.619,490.865,464.23199999999997,520.7909999999999,486.285,536.741,552.479,523.146,458.95,459.652,477.92199999999997,524.577,532.273,531.451,505.50800000000004,505.344,546.515,521.075,510.584,494.18199999999996,560.7819999999999,599.582,710.503,693.7869999999999,693.877,652.461
22,-9.57447e+00,657.262,688.0089999999999,619.434,625.665,648.216,624.859,580.138,527.078,468.81199999999995,401.593,234.41,270.829,308.481,314.27099999999996,295.13,317.531,368.847,401.885,639.798,792.393,360.005,457.548,491.92800000000005,512.997,566.2959999999999,855.953,674.04,667.6060000000001,757.7230000000001,672.813,660.8939999999999,654.346,607.507,573.173,569.548,534.68,522.141,509.853,576.1669999999999,543.369,489.085,462.801,498.405,518.714,515.775,535.645,465.634,495.533,507.214,530.043,554.131,542.6030000000001,537.185,487.186,522.5319999999999,552.536,522.059,631.212,609.425,665.686,714.3389999999999,746.055,556.924,657.262
23,-5.74468e+00,675.7189999999999,693.086,752.617,746.1030000000001,635.714,675.5210000000001,636.216,550.9730000000001,487.601,424.481,313.868,250.16099999999997,308.49,354.30400000000003,311.464,460.21,459.55400000000003,396.17699999999996,395.208,710.467,428.765,484.281,496.70599999999996,544.0459999999999,540.701,708.9169999999999,738.6030000000001,722.8589999999999,712.9069999999999,698.637,667.6,654.489,648.616,605.679,591.737,552.0880000000001,487.189,508.15,504.746,548.262,478.23900000000003,484.44599999999997,493.213,481.465,504.999,534.871,516.661,468.461,509.996,532.639,586.403,571.898,576.164,473.458,527.362,612.294,639.235,635.781,742.807,730.562,743.7360000000001,755.8389999999999,746.53,675.7189999999999
24,-1.91489e+00,735.68,740.2439999999999,793.615,730.809,595.283,769.296,617.413,613.034,543.354,460.434,384.01,311.087,316.04200000000003,345.115,342.795,391.459,431.598,444.51599999999996,406.36199999999997,446.522,484.906,522.453,540.45,555.493,584.971,645.976,682.305,699.945,712.67,730.8860000000001,686.6080000000001,664.96,669.048,629.21,624.722,626.564,535.398,511.276,534.637,554.664,498.094,517.212,511.56800000000004,480.994,484.256,513.5419999999999,523.573,544.149,548.383,531.036,587.085,615.4159999999999,554.174,537.799,592.381,743.3,771.428,726.802,747.0160000000001,776.5160000000001,782.9860000000001,789.294,774.2080000000001,735.68
25,1.91489e+00,779.7310000000001,761.8380000000001,793.893,783.005,702.687,768.4830000000001,712.7,667.6010000000001,543.669,493.13300000000004,395.56300000000005,379.70300000000003,211.63299999999998,351.344,385.11199999999997,410.64599999999996,463.226,516.1659999999999,464.44199999999995,464.418,525.625,595.878,597.674,562.01,637.107,684.5039999999999,719.7230000000001,720.677,744.319,728.248,699.74,662.595,661.9,651.431,602.806,586.258,572.366,523.552,615.183,518.8,507.274,512.661,513.3380000000001,501.708,520.313,550.0419999999999,534.4540000000001,672.9630000000001,585.936,583.8009999999999,654.1659999999999,617.793,570.265,624.79,686.691,764.04,765.035,774.0210000000001,744.577,776.456,785.846,785.367,785.438,779.7310000000001
26,5.74468e+00,789.904,783.585,803.972,788.443,733.183,799.577,674.414,696.192,533.944,529.567,392.376,418.986,403.469,324.79200000000003,402.039,420.47,503.764,559.998,537.366,552.929,570.304,616.379,572.27,629.986,660.691,879.523,837.5830000000001,703.255,685.3689999999999,701.934,691.948,669.42,668.085,652.811,630.327,595.85,601.8430000000001,585.3919999999999,590.616,493.163,533.489,515.651,513.681,494.315,515.3530000000001,572.161,843.196,839.8639999999999,768.8530000000001,671.7139999999999,659.225,595.7090000000001,544.655,715.523,745.633,774.7539999999999,778.946,773.699,774.1560000000001,774.1060000000001,777.1030000000001,781.934,786.1110000000001,789.904
27,9.57447e+00,790.7230000000001,777.9960000000001,799.2510000000001,806.451,796.2080000000001,806.054,772.6560000000001,667.206,619.611,558.665,427.542,460.13800000000003,458.301,218.304,422.773,446.186,506.587,568.028,620.616,562.172,590.594,622.637,610.231,697.166,732.612,806.395,720.413,771.31,717.199,690.987,689.7819999999999,692.6189999999999,732.622,646.685,599.112,612.597,567.931,610.309,561.744,603.952,562.031,506.214,506.135,486.651,514.685,648.69,845.778,835.6289999999999,816.8810000000001,739.323,649.73,623.734,690.418,748.1010000000001,749.933,775.187,758.299,758.549,766.304,755.672,771.952,779.29,787.11,790.7230000000001
28,1.34043e+01,757.1060000000001,781.704,804.2280000000001,817.227,823.337,818.1669999999999,779.428,685.5319999999999,601.83,550.7959999999999,484.463,474.977,483.899,309.323,408.04400000000004,468.224,528.304,581.498,630.5930000000001,583.337,610.393,628.815,628.789,749.908,782.571,832.977,746.311,746.678,833.883,701.434,690.732,721.216,668.319,670.882,635.656,675.35,603.067,625.846,677.0930000000001,608.013,570.81,544.936,538.602,509.74199999999996,542.802,712.4019999999999,843.273,838.679,826.8910000000001,753.987,716.544,733.296,759.041,803.383,818.4860000000001,782.883,689.613,674.674,716.3389999999999,731.63,737.075,770.067,786.2769999999999,757.1060000000001
29,1.72340e+01,789.493,810.0989999999999,815.091,827.207,835.7869999999999,835.327,748.423,677.2260000000001,95.2701,548.812,542.033,484.87,485.45599999999996,495.2,453.02,479.565,544.714,586.206,632.932,577.357,618.719,635.626,674.435,787.1389999999999,826.8560000000001,820.632,810.824,767.638,716.54,683.3539999999999,701.096,697.326,702.4639999999999,685.195,693.8539999999999,697.122,636.857,658.763,605.7330000000001,605.1990000000001,580.618,509.783,548.36,544.127,558.431,753.9110000000001,837.197,832.7280000000001,822.325,835.0010000000001,776.811,799.5139999999999,808.6139999999999,821.415,830.26,779.35,631.095,561.881,677.8510000000001,695.817,732.2439999999999,763.938,796.296,789.493
30,2.10638e+01,811.628,858.205,819.503,840.56,844.059,845.053,687.941,720.405,242.093,562.731,567.8919999999999,502.37699999999995,459.852,495.22900000000004,479.569,483.31300000000005,531.418,586.472,618.856,583.573,609.639,636.111,726.429,824.22,831.123,836.635,812.612,798.695,745.22,716.11,806.828,701.5239999999999,707.2769999999999,698.198,661.3580000000001,705.154,663.285,654.14,614.419,548.617,608.937,565.395,583.936,535.126,583.3,640.1,761.904,802.033,823.579,812.0889999999999,830.735,831.362,841.122,848.5369999999999,846.7610000000001,794.544,563.821,519.984,602.6080000000001,674.818,728.737,768.998,798.2389999999999,811.628
31,2.48936e+01,819.337,826.877,841.752,844.2689999999999,847.617,847.5160000000001,712.07,701.924,709.8330000000001,626.12,562.315,498.208,449.462,467.95,481.231,487.148,547.5509999999999,572.161,601.121,584.256,603.3530000000001,750.872,761.289,826.08,835.8919999999999,835.5039999999999,801.8,818.0219999999999,779.668,700.965,712.596,715.296,731.95,720.061,708.813,699.803,681.98,688.033,662.679,623.613,656.944,563.363,519.837,553.828,580.437,590.139,706.0160000000001,781.2719999999999,830.7139999999999,839.8839999999999,854.0889999999999,872.822,877.6160000000001,868.4939999999999,869.826,853.86,564.14,329.01099999999997,564.181,673.211,728.9119999999999,788.36,805.5889999999999,819.337
32,2.87234e+01,834.7819999999999,844.448,846.993,851.1010000000001,849.461,848.2389999999999,732.471,690.76,629.023,645.609,542.331,484.459,404.631,491.499,502.606,509.648,542.0269999999999,564.2769999999999,560.918,640.1030000000001,675.953,723.803,796.8589999999999,809.605,838.8330000000001,842.663,842.705,830.69,841.2669999999999,765.508,730.638,718.0830000000001,752.592,664.1080000000001,696.171,665.4119999999999,682.595,622.293,658.4580000000001,641.6669999999999,684.5219999999999,589.37,587.295,568.265,576.071,702.952,720.6469999999999,816.9780000000001,846.7589999999999,871.789,890.569,906.922,904.931,892.815,872.586,866.314,652.136,529.614,644.803,691.703,760.8660000000001,807.6560000000001,820.448,834.7819999999999
33,3.25532e+01,855.388,856.3889999999999,853.944,853.997,853.442,850.7360000000001,825.2860000000001,722.0060000000001,729.702,595.562,525.816,481.661,437.733,493.70099999999996,511.74300000000005,534.889,546.786,535.411,578.564,605.247,643.933,645.84,718.305,819.388,828.324,850.975,852.7660000000001,847.423,839.6510000000001,792.9730000000001,771.262,715.82,715.6669999999999,780.966,707.9630000000001,683.847,720.2689999999999,640.259,640.122,615.4069999999999,656.445,610.316,612.182,612.515,685.615,735.692,799.2289999999999,838.477,871.85,900.0,916.665,920.015,913.995,902.86,886.8810000000001,878.992,846.472,768.1619999999999,668.627,728.65,801.8760000000001,834.387,847.345,855.388
34,3.63830e+01,866.9839999999999,855.3889999999999,859.375,856.579,856.706,854.268,846.587,656.809,674.2180000000001,595.41,523.937,432.784,394.73800000000006,407.088,524.879,549.268,530.479,556.932,539.059,571.629,658.422,659.6289999999999,744.595,821.548,834.395,849.1519999999999,864.618,869.347,860.26,860.087,825.8889999999999,771.7239999999999,733.09,714.449,801.6030000000001,689.53,690.3760000000001,667.535,631.799,600.638,571.846,582.1659999999999,684.5210000000001,704.9010000000001,739.565,784.013,826.3510000000001,849.648,888.288,919.5310000000001,940.325,944.29,931.133,915.295,914.801,889.543,879.255,853.3439999999999,824.831,776.028,783.217,845.0010000000001,854.7919999999999,866.9839999999999
35,4.02128e+01,870.2130000000001,869.702,864.673,860.283,854.19,849.887,844.015,798.54,694.539,613.5880000000001,511.056,373.723,326.441,402.86,482.522,565.45,555.874,545.638,528.183,546.243,629.5930000000001,644.812,715.549,828.806,842.067,863.434,878.191,888.5169999999999,888.35,885.1010000000001,858.4739999999999,795.342,833.327,768.845,734.9830000000001,762.4119999999999,706.038,600.195,694.541,621.375,594.065,617.2180000000001,731.8510000000001,757.7489999999999,784.434,808.811,837.763,871.02,900.3639999999999,930.1419999999999,952.427,947.957,951.0189999999999,930.086,919.76,907.24,870.6439999999999,854.311,833.633,819.428,777.195,852.298,867.0830000000001,870.2130000000001
36,4.40426e+01,877.084,870.64,866.824,864.034,859.0830000000001,851.595,830.84,764.107,713.0939999999999,663.336,572.905,458.35,391.25800000000004,421.099,581.878,588.086,595.55,565.65,504.301,578.2769999999999,632.502,695.17,733.552,837.617,855.4789999999999,874.1060000000001,891.904,901.498,890.0989999999999,893.148,877.0889999999999,864.8389999999999,857.972,835.185,772.8380000000001,829.5260000000001,807.977,814.3530000000001,788.074,765.7280000000001,753.067,741.982,771.42,791.8639999999999,811.168,826.8589999999999,845.633,879.7869999999999,912.1419999999999,936.084,950.988,948.263,935.802,940.345,931.96,913.461,877.2710000000001,846.755,842.7230000000001,839.0010000000001,790.295,854.326,870.715,877.084
37,4.78723e+01,877.967,875.7589999999999,866.7719999999999,862.98,859.943,847.465,818.2589999999999,773.3889999999999,739.6510000000001,702.155,675.6189999999999,637.1709999999999,608.802,617.566,609.543,604.451,635.989,624.5,654.738,743.8380000000001,682.265,720.5939999999999,798.9689999999999,850.257,867.852,889.437,894.163,905.298,902.125,899.815,893.946,886.102,863.222,856.92,851.69,836.395,831.934,806.279,807.202,764.7510000000001,794.9839999999999,780.961,792.773,816.3489999999999,829.961,839.192,858.041,910.908,921.9110000000001,937.5419999999999,948.38,947.1039999999999,945.24,945.138,936.9989999999999,907.4739999999999,1004.99,863.1569999999999,853.7610000000001,850.9680000000001,851.0269999999999,866.993,868.293,877.967
38,5.17021e+01,884.928,878.4830000000001,877.1239999999999,866.158,858.105,840.2260000000001,810.404,784.63,758.835,735.96,714.7869999999999,690.815,681.8889999999999,666.8969999999999,633.768,637.2,672.551,738.285,789.959,802.425,685.747,809.938,848.9780000000001,870.301,887.8439999999999,905.253,913.909,915.5310000000001,922.3939999999999,913.7669999999999,914.2180000000001,899.493,886.8530000000001,872.092,857.459,854.549,818.221,755.275,818.995,817.293,817.4839999999999,815.365,824.778,819.6560000000001,829.243,844.368,864.883,897.1110000000001,916.5010000000001,931.383,940.2719999999999,948.7610000000001,944.3919999999999,935.94,916.31,903.8739999999999,880.3589999999999,869.163,867.956,862.1239999999999,858.8919999999999,861.7080000000001,879.9,884.928
39,5.55319e+01,886.799,873.437,872.2239999999999,867.722,854.317,839.438,782.427,801.039,785.059,759.42,737.6060000000001,726.4889999999999,721.154,709.685,692.429,676.815,716.325,786.5889999999999,803.1439999999999,821.421,842.321,865.566,882.312,896.247,909.615,920.873,925.3689999999999,926.207,921.418,925.7280000000001,919.237,907.8860000000001,897.336,881.166,876.092,862.956,849.1510000000001,834.6210000000001,837.668,839.79,833.8710000000001,844.738,835.0189999999999,824.5360000000001,829.3969999999999,845.2589999999999,862.2139999999999,878.33,900.4060000000001,909.549,924.197,926.294,915.855,915.6460000000001,905.716,897.112,915.8389999999999,879.5189999999999,871.428,864.197,866.74,863.045,883.3539999999999,886.799
